A,B,C
-0.008119510671725116,-0.03321267761195375,-0.05611076191577557
-0.023090593242622002,-0.10235053038130178,-0.1192217567562256
0.00043553101331332295,-0.04504330900915089,0.07916706334365434
-0.003154859669473518,-0.02790655866617307,0.06757118511764179
0.04424835361034298,0.0691658503034896,0.008856255458354563
-0.03354520979050087,-0.1072079212098204,0.015249200033261807
0.017003401544354143,0.06350136702153063,-0.03406635519897295
0.012512491280882762,-0.004832624162771761,0.08446938566165377
0.05212322242367898,0.11939445637294598,0.22256879590739592
-0.0033933300634301712,-0.0002023890251656472,-0.05851269294441868
