x,y1,y2
0.011160023269515752,0.010975685273780018,0.007849443786180656
-0.019296321907525203,-0.024713318158409985,-0.020376685472636477
0.005560058750615335,0.004914486978501449,0.006484746825286956
0.009723142238308273,0.009510156211106239,0.007483738141231996
-0.0021300570692839907,-0.003932210614542704,0.001358297318043165
0.0032691306524866514,0.002709174327777633,0.006257900995904847
0.031082036177973067,0.03476466336029603,0.02868083049674133
-0.033220780047796425,-0.04193409229923105,-0.02138399809979548
0.03059908667621756,0.0367474892836535,0.0257972886244749
-0.03307664293755461,-0.042493727271496244,-0.029358583231716064
-0.017659954755415878,-0.023262189254401645,-0.013232661092288623
0.00737198423841692,0.008211073765764595,0.008170259881741615
-0.001970648488326606,-0.002287468415644743,-0.004671721546916004
0.05172411829342619,0.06080125438370393,0.042594650745304
0.014056506493320613,0.016118598043206648,0.014132786725764778
-0.012228890292003481,-0.017371988170001254,-0.010838397310975412
0.03222894889018059,0.03583194160523077,0.02687650185269858
-0.01556022636713652,-0.020659169402866967,-0.014733478230464437
-0.024703988084584953,-0.030317602507336835,-0.0211729779072931
-0.012032678396452974,-0.014263427712385875,-0.009895374400174526
-0.013769866239333803,-0.01732366915891613,-0.012595199729681903
0.03493468955515407,0.040667439738980675,0.029352630352163837
-0.010741754123976049,-0.014096623940670542,-0.006613762955957104
0.009807920043511257,0.010992806747113733,0.009909470646234075
-0.009762328188887871,-0.011923264137941364,-0.005068338120755156
-0.005199144790670014,-0.008237417090064477,-0.0022694734476354462
-0.013775632118044145,-0.01643618008089139,-0.01071584975431307
0.029891429500362006,0.034239900703503086,0.02006024280330817
0.008238385462331504,0.009123275133571208,0.008281471100132524
-0.0265678905390109,-0.03281790658167957,-0.020707343859019286
-0.02229725035653477,-0.028586021037500034,-0.01648051038534943
-0.022441256510913873,-0.026369008183526745,-0.01583460717552704
-0.006169723513801222,-0.008923028518557653,-0.010083032202062692
0.01030234471203372,0.013531777587915161,0.009701882899913722
-0.013978933061638919,-0.017369696580574055,-0.006388551390283978
-0.009636958729354451,-0.013046384147775661,-0.007310291867849173
-0.0004273095345222576,-0.001981052679271264,-0.0023521720966785294
0.02591053431229846,0.03013204101077695,0.023453745980026943
0.0027677385710557162,0.0023197501289876016,0.00101401004152055
0.019634084324901258,0.022908086445282062,0.01626404984905631
0.005775119740402515,0.0031379266431824588,0.003602684989526545
0.009488188864972403,0.01201732712432587,0.00841826564010267
0.00013816432002039644,0.0009475567955731819,0.0021211993009376713
0.018229195826963362,0.02125218737249473,0.02167713543544918
0.014061478320221922,0.01605034363121576,0.00894141120124496
0.027220330564459255,0.031547387150265095,0.02356548871189178
-9.540137957381864e-5,0.002319424319138269,0.0012823881231497822
0.0511438519906504,0.061553758495494125,0.0388239772918099
0.02465973440510483,0.029302813230388088,0.016400106212166317
0.005388496154217624,0.00556182438224503,0.005418198316792585
0.004427304152488174,0.0047986243279467735,-0.0012379753154063422
0.01791351205407487,0.020693163877588492,0.01691521003580141
0.022460262304017608,0.028984789470481047,0.018109657558356265
-0.015149093857817065,-0.020631157741890033,-0.008901138517604223
-0.020181942808222306,-0.024095973641857924,-0.012460704134374022
0.029417020483638926,0.03296246565335847,0.02777971550559612
0.0032548375792567858,0.003543063709310116,0.002341806604456106
0.010272759197719153,0.01146617926014677,0.006344167590859998
0.011600256146072224,0.011673478530499961,0.008464632786284326
0.015169624758860955,0.018782830930610117,0.014336999454943149
0.006249058742241176,0.006154555123204941,0.003192593875718547
-0.002319526376105974,-0.005420672849821286,0.0004559275299179609
0.019989653448965167,0.021341002868189025,0.01818982460040665
-0.0009195949129517527,0.002016988792427469,-0.00020486514275582933
-0.003781435587767487,-0.006697523634324078,-0.000150289857105071
0.00019900336155469084,-0.0021430655011074624,0.0015471240391545771
-0.014124363546947565,-0.018214594709866715,-0.012097050466388834
0.0023890592301410727,0.0018272427179552482,0.002797152078185017
-0.020259658098338486,-0.025109739665632146,-0.01658611206879266
0.0005620715193226832,-0.0018274657957129653,-0.002235178444637336
-0.004592222686075054,-0.006900859982364246,-0.0036882193533321
-0.01798620430714639,-0.022982105889705853,-0.014508948793051752
-0.037709789696813725,-0.046451135492092434,-0.027114952989370552
0.00471405083739677,0.004236990095459619,0.0013393398570435149
0.012922526378899853,0.014066484467158318,0.010324990348748416
-0.0190437555456455,-0.022806764447441997,-0.0156285831242999
0.0007110266013287035,-0.0010183640541474252,-0.0029786837953962816
-0.00977257467977813,-0.01187493369395332,-0.00908644619164859
-0.00296811257594531,-0.005149428767916261,0.004297382333823903
0.023017126527058666,0.026171992441315628,0.015549395566027736
0.019163279881456392,0.022979375848916937,0.016981133682829396
-0.008319657218016311,-0.009963192362088463,-0.00407040082861654
0.026837060508111632,0.03079018119386626,0.020477068866959925
-0.017196911180571935,-0.020256869396162325,-0.013572515295767036
0.032064372004981585,0.03773973615572968,0.029823300447875636
-0.013864997996875215,-0.01661780872082553,-0.008271328693458552
-0.013020696673464924,-0.01485946206190911,-0.005849672084403091
0.01857545234201676,0.022144935419976725,0.014697172606840964
-0.0015423761857911672,-0.0034864341599818317,0.00023890079933869816
-0.05327006279807657,-0.06517291075247349,-0.04355594983389342
0.029925327961856076,0.03418740112646806,0.024786461599611388
0.01158467561970927,0.013307122994803858,0.009359824610717351
0.004042934777617071,0.0015181623400717264,0.0063734717019116064
-0.02288689884457484,-0.028070544461766957,-0.016428575348390543
0.03571617354112474,0.041822662204012914,0.032052425501493044
0.00045976506571423554,-0.0006340162011919521,-6.501766890101867e-5
-0.022982367817958968,-0.02770972895605996,-0.01759886887524822
0.031058035758672404,0.03567965256586833,0.021360371993287684
-0.03384172521730608,-0.041319897654697534,-0.027994383977410695
-0.0038720152240145776,-0.004543869025284102,-0.00031156814243697576
