x1,x2,x3
0.027467653837266244,-0.02688514639940821,-0.009229380984671376
-0.0408956533390536,0.0681803661578636,0.07299229043117407
0.019978209005342085,0.02108566000566882,0.014608366698838344
0.02568999107733627,-0.037519380303467326,-0.031387480070050267
-0.029896818131287597,0.008591916013281815,-0.013028838517411054
-0.054384897858536396,0.014818300949790293,0.037322748748804514
0.00031164369363696363,-0.020412068225671053,-0.002517715848249145
-0.026667475147282394,-0.005632966916024792,0.005473930208379935
0.003627927837404906,-0.02890731844252385,-0.019324420758523208
0.04677189750177758,0.015727629557714062,-0.028908228217189795
-0.006145530992809339,0.027397833820110323,0.003104547236586584
0.02038012361369752,0.02982817707574298,0.025545118914603735
-0.005686522700110305,0.03678680735464837,0.00919532495426522
-0.03514693632827087,-0.013562162314065655,0.018333245389710224
-0.022172222155012238,-0.020325075577600247,-0.01446419038878752
0.004704395712674781,-0.006430553058967374,0.043743615351170044
-0.027250683559961363,0.014643410515882731,0.012933071748923157
-0.03524973470302476,-0.008504116712539667,0.007161538011420825
-0.038590042903733045,0.005230907151460532,0.06059898908694833
0.018560973643990262,0.0009306110924873543,0.04494699080089343
0.007426972531099531,-0.001805193361101023,-0.010498024111759704
-0.018918330725924026,-0.014357805854170973,0.020606145334562526
0.0009640089231634316,0.01264325336959693,-0.037874631103466734
-0.006629740645643173,0.002411735994609986,0.019455576402584256
-0.029403231923800684,-0.016404413381345073,0.013176918839229406
-0.051753531234232285,-0.011626879977308994,0.034052861601629514
0.032727594458856896,-0.011894743738675436,-0.031902287082872974
-0.030383289375678087,-0.01942325218310773,0.013461004998504547
-0.00996946441972894,0.008039403036992956,0.02314842011852041
0.02180937515717267,-0.031180097301160666,-0.005489282832032615
