A1,A2,A3
1.091315974329294,0.06506819689462,-0.23361661102400205
-0.3266618429003172,-0.5270547476778235,0.15486314836299925
-0.34986707644748866,0.995533378466317,-0.05871862514892271
-0.17163936799976268,-0.97285983208159,0.46060489257572923
-0.0247725786776976,-0.6271828270735564,-0.15524361305969464
-0.5420570709718207,-0.6429487941482325,0.22307567727910452
-0.3577253003256679,0.020675732236654133,0.5833882822273463
0.8367767484161153,-0.76869145732697,0.5088560543140449
-0.1601485075678673,-0.7516454079472648,-0.1680121915434873
0.44121732986687096,0.524129815410551,-0.15949806812032336
2.821282777439031,-0.9711821040506866,0.2442758645829339
1.0927703886137443,-0.8095592205899049,-0.13006531652033815
0.8074205791561524,-0.8270419364780746,-0.139267544717934
0.10882355026272855,-0.7250967854662662,-0.08989967324108847
-0.27068032703428707,-0.8180239491523936,0.10105274931116355
-0.8607815928175554,2.427068776061745,-0.24362285768645534
0.709516362701808,-0.9747659363345087,-0.015628900819042713
-0.5876756292121068,0.9715247030807117,-0.31204612478616467
0.1566852098792236,-0.8380535999012881,0.2812501941230897
-0.5776931907805184,-0.5035209229043522,0.2634983333492407
-0.9819982556193115,-0.05016450075935011,0.32385259110489867
-0.06132650088308446,-0.6296050774609202,-0.1262784959684187
0.8896814218086191,-0.6071846381355477,0.06992737056072144
1.0679600171614818,-0.8009993414722677,-0.05025450438432671
0.47637013180311916,-0.5087906077089646,-0.2495232197887941
2.4167472198497677,-0.7658782944402298,0.12110988945111757
0.37340494298831584,-0.9291940925488549,0.4547411914691969
0.5247986476001271,-0.3319684483498111,0.08744680037219538
-0.6680252937367086,0.21074587247983873,0.013109938414595205
1.615071587362264,-0.9775481397000448,0.2816560291134783
-0.0281301184091801,-0.6871746646829292,0.2781753675870371
0.4134235807620702,-0.5655112249215996,-0.044474361892346936
0.8239951170286463,-0.9000730969234865,-0.2593537112795319
1.4518750762107084,-0.9998258096536788,0.3635619379110696
-0.4514323170696063,-0.9037599403730388,0.7202916626750394
-0.3038599445066439,0.015472625397846277,0.08647231583295295
-0.8785087329674525,1.8431321825477327,0.008606037802576481
-0.6695077653545184,-0.8336490475477369,0.27086701587952705
-0.6300280819034674,0.2277045464603064,0.03972199209853173
-0.7205133264579487,0.42075479770303,-0.0254442824385805
0.629065980030815,-0.5167818743113869,0.05050595110599218
-0.1915544337901593,-0.7956620480711196,0.17946467957937245
-0.6590927436817268,-0.5084338706895863,0.07044233709816126
-0.6986145884838154,-0.9735507658097586,0.334273720244278
-0.20512111551235376,0.49903175583994963,-0.12846605145870285
0.11989826395976705,0.03245837796048377,0.03494870147723048
-0.4684871144936114,-0.22511294149635513,0.1881279206045167
-0.4043144468869556,-0.8558292960182821,0.05334483389220821
0.6633728056316877,-0.9456178093556014,0.17342206934116475
0.9131941680161555,-0.49088158955077404,-0.060802824519604996
-0.5070051278116166,-0.8808966196472439,0.329520603391218
0.858694156041286,-0.46526503647773976,0.15427151206791037
-0.1712292222489329,0.06461013018488303,0.39725447328024843
0.7503314702013181,-0.6022481931864401,-0.18105174691312015
-0.38586857972359784,-0.9557726999723112,0.23619302848085483
0.15309567450558875,-0.9771077476099282,0.7872455531501558
-0.6566274957658472,-0.854843101570617,0.24035156114011727
-0.6365725031108773,4.80943377349708,-0.22737770520856287
0.7603625672476989,-0.8955832258153669,0.15175863381676818
-0.47464849326919273,0.9996994853637649,-0.03813086035648254
-0.8422910855897067,3.467715619899136,-0.3543877576721182
-0.28916628766571384,-0.763529713484491,0.12095169716237165
-0.745901855317124,-0.370312758372364,0.20197724908708195
0.2711782490124986,-0.9999880957830923,0.23793602688997922
0.02444383883191251,-0.19073569997506123,-0.0048302142393977475
-0.8347389621009663,1.3362218415489215,-0.38843121064628117
-0.049275617727181906,0.5143668196214002,0.2261300772120795
2.0729967851474496,-0.9004777175310089,-0.06658711913805561
1.7056498901520163,-0.9922459162481205,-0.05447834058700224
-0.39029332285233825,-0.33980145274885315,0.33068932881734897
-0.8536731333932912,1.7943775608700436,0.16931757382377868
0.0469599035302208,-0.8758447208451922,0.20366362898493448
0.3512117333335642,-0.3888921571454726,0.1691942532217044
0.758014173095949,-0.6479922398861152,-0.0641681934252209
0.13732064309616965,1.5410110333799185,-0.09901814890142774
0.2840171039394619,-0.3324600233254018,0.059217355379614534
0.0791430789020263,0.2086189333959237,0.03579986231015852
1.747630540295559,-0.48019524676456754,0.39218982550275283
-0.10769796794562371,-0.014648981560648002,-0.0025131870578304926
-0.5900874876602945,0.025173838400619434,-0.1264140857601494
0.3876844854288648,-0.8827724000253638,-0.02851020167912509
-0.916405515666677,0.4524535245955143,0.22061014309953023
