Date,SPY,AAPL,MSFT,AMZN,NVDA,GOOGL,TSLA,GOOG,BRK-B,META,UNH,XOM,LLY,JPM,JNJ,V,PG,MA,AVGO,HD,CVX,MRK,ABBV,COST,PEP,ADBE,WMT,KO,CSCO,CRM,MCD,ACN,BAC,TMO,CMCSA,PFE,LIN,ORCL,ABT,NFLX,DHR,AMD,WFC,DIS,PM,TXN,INTC,AMGN,COP,INTU,VZ,CAT,NEE,IBM,UNP,HON,BMY,LOW,GE,SPGI,QCOM,AMAT,BA,UPS,NKE,NOW,T,GS,BKNG,MS,MDT,SBUX,ELV,PLD,RTX,DE,TJX,ISRG,ADP,MMC,MDLZ,SYK,BLK,GILD,LMT,CVS,VRTX,AXP,REGN,CB,ADI,CI,ETN,SLB,PGR,SCHW,LRCX,ZTS,C,BSX,AMT
2022-09-02,-0.01054438763715293,-0.013611094734035656,-0.01666668178831543,-0.0024252699108120446,-0.02080794149968579,-0.01722252628435439,-0.025075815051583072,-0.016915449563578933,-0.016853663272229147,-0.03047891853846807,-0.014599267985732856,0.018323095840333092,-0.02523217740307704,-0.0069862163396728905,-0.015725026688172106,-0.011842358582743406,-0.0177597526052492,-0.008270556030307796,0.016686625366697294,-0.005010645074972175,0.014851491548267148,-0.010556699784277757,-0.015673575853858646,-0.01901099992993638,-0.012669855251798201,-0.006450176791218398,-0.01100538321460709,-0.013709640824034475,-0.015455960303787486,0.001042161147932985,-0.007642169574315627,-0.016344086375654432,-0.0011951155297814653,-0.013073131732409982,-0.030894461705711418,-0.019944320077188382,-0.005122925590432814,-0.008233770520343131,-0.022319748183837085,-0.017083951137139897,-0.01621256105944069,-0.025385691111728503,-0.007322518513580123,-0.011819088348165807,-0.02021150524298676,-0.01901784710027632,-0.01700255582722554,-0.012749548943673417,0.025388272163772152,-0.012785022622852193,-0.012198037835764675,-0.008824924675254753,-0.01333171425363422,-0.014422324463374991,-0.009378016475445117,-0.02013322812088192,-0.006947448888711905,-0.0012771167590606147,-0.008894355997894454,-0.01233049841632372,-0.011083802210648197,-0.0062084190644107196,-0.011974469296512469,-0.002848283082682812,-0.0041906699416802695,0.0091741267613068,-0.017714311223158252,-0.0060569389713992505,-0.007881186023928621,0.0026690700630380704,-0.015023234630111904,-0.02880561702141704,-0.016688196890686013,-0.019388698546067396,-0.004998421369186712,-0.004260800902754158,-0.005012593994194736,-0.011838353249049804,-0.030411458014771298,-0.01414761805352982,-0.020009718897792905,-0.014128020707799616,-0.01021270131200469,-0.01739794701377939,-0.009559604958111478,-0.004903382393913636,-0.03156444735088437,-0.00873540895829572,-0.033315035601659604,-0.006557618601514492,-0.013670496094502216,-0.0011804639668085981,-0.01059326855127296,0.03310726565707056,-0.010428419890782581,-0.0192415120561098,-0.004235802552022494,-0.015243871008000287,0.0018461844289554552,-0.01219809650167858,-0.026354624438157837
2022-09-06,-0.003773224189804858,-0.00821509365743911,-0.01097392452437651,-0.010979538687482804,-0.013336242206173354,-0.009643022895559183,0.015580556382905897,-0.01104156238498355,-0.003889570171194512,-0.011102881251745411,0.002575785582666912,-0.006695216474249643,0.01821934033408934,0.0002638076654539745,0.0027035246141808855,0.0044498974091047305,-0.011155041256307174,0.00471227937313401,-0.0040381694513682564,-0.008085008062248211,-0.0046245342725298455,0.002203345236228005,0.009612565051976718,-0.00040431550108455117,-0.006738703740079566,0.00043454390580155433,-0.004962342603129,0.0004905811842081942,-0.0026910782399706124,-0.012818016620235295,-0.00047149672253632424,-0.0021473580242702406,-0.011067900042724732,0.0029437966300229768,-0.02852330442554185,0.0013129713432931123,-0.0027726476817039325,-0.011381876584187545,0.0020487623679359412,-0.03414268261402564,0.011357708456763094,-0.018943133572859816,-0.011526061564501533,-0.009982023650594085,-0.0045487318136685495,0.0006136214559051556,-0.027546451501966773,-0.0006188050564565062,-0.014783184967782748,-0.003094744028004359,-0.004842706992005952,-0.0009400168255896402,0.02655386496195411,-0.008373081821965278,0.018040483555900044,-0.006902428439548469,0.0005829969394317569,-0.01304267976909923,-0.003727712590601895,0.026349770992634358,-0.014087792533243437,-0.010412125236508585,0.0037543931874537417,-0.0004590717757168017,-0.005579698070131034,-0.009297850238248806,-0.023269244754865914,-0.015053743066446135,-0.012546891617873368,-0.01469903762878555,-0.011467943300425776,0.0190498921366542,-0.010352884874172075,0.015669943643997097,-0.004909091387686582,-0.0032024720658521133,-0.00991814916796152,-0.006726543003157448,-0.0014256593578814147,0.008111214602240846,-0.012020394318790095,-0.005054964714689247,0.012936565284557666,-0.006737741211559567,-0.001887397025002735,-0.007139972650136439,-0.006618331698103441,-0.00794430061683149,-0.011453315520076113,-0.002357652541029598,-0.0026913317319650076,-0.004640911508136836,0.0084488495192796,-0.01411803884363072,0.0005717674978897858,0.0018481656587479023,-0.008019248848982308,-0.0008917770231869904,-0.012694572864052844,-0.0027167447410844092,0.013274818931744425
2022-09-07,0.017965006171037468,0.009253881826393417,0.01911147354090903,0.026722662542838282,0.018794953099253497,0.02471677791811211,0.03381677195678878,0.027912168926902625,0.016088842924022462,0.011669017797925507,0.007726706612301681,-0.008530750938428033,0.01557921576257204,0.01899072935769297,0.005454140503694749,0.008960877543205958,0.01511471548781751,0.014008853159230839,0.013909959588971121,0.02738823762796594,-0.012792881571803694,0.0052071392034716,0.008140283488980993,0.020697640508588577,0.02206366165338758,0.031007367287777532,0.02569133254776923,0.018470091071066008,0.01236789339927924,0.010282085352741444,0.015841783795792264,0.011641797460236525,0.015426315505755905,0.012051486683550605,0.006908257637663118,0.008085653400904613,0.03210070483689553,0.008939421378533874,0.019374970380292122,0.04839968885205215,0.0183131836584578,0.011305894165321462,0.02238795317082931,0.02361709596210737,0.005419696580309719,0.01667688026098424,0.009552051357415658,0.010610059053407284,-0.017214341043731207,0.03947370171570097,-0.00048644007024267744,0.0011070684806944175,0.03284879070688529,0.007812526936347153,0.00355287739032617,0.01880385503914317,0.0016023525870005884,0.043221313217743695,0.019678481703890638,0.018890704933834934,0.01523652797417352,0.018274582696173214,0.023361099962996956,0.001683910988031112,0.0316689904412466,0.031802455381786165,0.004764669614893968,0.012465918552826416,0.03173814682299669,0.020321969019704067,0.01055685411274876,0.04484139870029136,0.01681332590069773,0.02285940847351653,0.0033271175925981833,0.013515727372811481,0.046907287149057675,0.04236278731048748,0.015033211525115275,0.02469512275133523,0.023666711050299938,0.04182917113534468,0.01902877029925043,0.02208559412198774,0.005648912089909475,0.01975071214003088,0.01884092389098946,0.02456241936947068,0.039148443534165356,0.017066567544711253,0.016663396394836605,0.01665202435037827,0.020294520699973395,-0.008029895392608233,0.03853694719403489,0.018731434247671208,0.012278603277148692,0.02269835592521452,0.008502772090591915,0.026993560500407243,0.020930116163583756
2022-09-08,0.006536335968288176,-0.00961781940516504,0.0016661575590559696,0.0026259732043860673,0.02012556138304533,-0.009776153762708573,0.019598159199232024,-0.009594541738019213,0.008183841895621269,0.010412114286502572,0.011175505598400637,0.008179277906566362,0.01251593287286501,0.023295827839480587,0.008045405065335132,0.0014469073611316219,0.0013073294426444448,0.004412415941638992,0.013461898588905896,0.008168921358798764,0.005415567954193623,0.006331380775504991,0.01304874475565243,-0.0009816936931189568,-0.00334775214651728,0.010297071499270283,0.0050831355248195376,-0.0030493221361739264,0.007774200459303771,0.023616877763680044,0.006423690694673301,0.004184674838488389,0.032171789012590546,0.026897812112819164,-0.01743851218199932,0.020594050760407878,-0.00671722174690037,0.002147905963999719,0.021872050552838695,-0.006638735820793329,0.038310379491052426,0.03981909257858196,0.031706106435114956,-0.0031946046109753157,0.010675470342359494,0.015619360003437333,0.003262674927994924,0.002696233179589669,0.014612089327409095,0.008614855351911865,0.005842202972872856,0.012661807433218986,0.0003323788757938484,0.005950989015516717,0.006774863374390483,-0.0067162439875335656,0.00901682955420835,0.015300605712565085,0.0025822672443076566,0.009710271398827519,0.0019440442451807982,0.0201217531869482,0.01179862799227882,-0.0008150200229809501,0.0023045357363828955,0.014881990590039695,-0.00592768875480254,0.014581291061844137,0.01792841991961991,0.01819010818322786,0.00895424319835536,0.013022276964178792,0.011597246698181962,0.010108294189952405,-0.010177300384648813,0.006941030779904489,0.009568664190768628,0.018542249218529205,0.005235097169037806,0.004288493122772019,-0.007652249491274188,0.042942938526694174,0.026252552146501573,0.004784646985356522,-0.0011663255093474767,0.015693356549901782,0.01599630139223529,0.008341698062163783,0.18846820069590153,0.007383463647439248,0.00948895571521624,0.00244832555322283,0.013945053532331109,0.029951284832435254,0.015880490351749543,0.019083373922693436,0.016574090471328073,-0.011907670317148233,0.026115611269577732,0.02990108440074546,0.008362261441385188
2022-09-09,0.015535219972854453,0.018839721145071264,0.022976883481663934,0.026575233507728946,0.028377424759512104,0.020944870481957922,0.036022895110872755,0.021568278588343537,0.008576244209447914,0.04374920453843267,-0.002890462098542823,0.016752657955354078,0.006973212655186245,0.0048060906362690226,0.0019347960585025525,0.02237062886452512,0.0152330051320273,0.0175114693571381,0.020451997002612243,-0.0004335564091405564,0.025777420286327457,-0.0009151306043650997,0.006404689508861416,0.01409879926316182,0.003185243691147477,0.02906444713572398,0.003005473226217026,0.0032195724118513347,0.008816446501157094,0.03626515116374085,-0.0021532132913170132,0.008994421427956256,0.008369315974558589,0.005012766917299016,0.030840907040048604,0.01614271110035248,0.010989372584743862,0.016878919712747242,0.013926558789930432,0.02695218495469409,0.008052844743976273,0.03225414390256276,0.002211156859645902,0.025371654493516527,0.015059488291274237,0.0138352534612034,0.023089405803591312,0.009126132706196,0.03369646171656182,0.025031886311434937,0.022265301813081173,0.03461638663134048,-0.004098692821969507,0.00560436608381254,0.006685782172390464,0.020604678629347895,0.011242434055145134,0.00621386038746552,0.003660000098665961,0.006429673518788315,0.024835054743751916,0.02900105734927716,-0.0017110654159164795,0.013052453964365718,0.020601528784635947,0.042726912771471115,0.015503931146062966,0.014073696079352604,0.03935426082250704,0.011533267166714545,0.02093525443817401,-0.008607132880751767,0.00868495703610428,0.013446973027293696,0.017098093184964913,0.01023124083082494,0.002256770069453351,0.030449799936911326,0.009754492818064397,0.002946952326235097,0.006234668394011322,0.04412566296876075,0.005116325099109975,0.0027649793211383944,0.004479934384843176,-0.001075663230671764,0.010796204394484477,0.03204793434793296,0.021824125730096844,-0.0005638302063991629,0.013475289340517449,0.0073267123436062676,0.01724372889132164,0.038774025829954706,-0.004178897528835268,0.018862881104390494,0.026459569294559948,0.03672142876971041,0.015430739121194526,0.005385155827327459,-0.0003057993374974144
2022-09-12,0.01074765322359994,0.03850807625654773,0.008280994352164228,0.023861280892585546,0.008201823010477227,0.0018978671143630166,0.01581693843672749,0.0008051887708462324,0.009588204169332926,-0.0011231865606805558,0.013178491447335627,0.011502650790629954,-0.007806173024034413,0.011831900439927212,-0.00042249752675505015,0.006968789500298556,0.008145233738739543,0.0076521900861441505,0.0127489041736768,-0.00743889895112626,0.015815511889722744,0.009388621276115394,0.005798401661943453,0.00547921791191186,0.003925588473838504,0.004002193636967855,0.008988504489533478,0.002888309364568631,0.01376448508683481,0.0186973926735321,0.0032752271195251037,0.016210607536677246,0.009444715916257396,0.017193481167927738,0.007338262200755397,-0.0016723184029524552,0.026060041773988685,0.01541279562892206,0.007466834835693881,0.012672825753693662,0.010639850369385195,-0.009479204545788211,0.004411944097052256,0.010505287376280537,0.0061819861987715274,-0.000937213840486173,0.0031786708768981597,-0.04065560976704141,0.021612951391929425,0.011865841304460556,0.01231045427669697,0.015356847777411753,0.010122261898429352,0.011378658470596603,0.009832702775578683,0.0017737583155126302,0.03135690111160039,0.00364694628346407,0.017287947447424123,0.00563033589551698,0.007194160079126322,-0.002176054974460828,0.007618061005127963,0.00744890926393027,0.012706048857089813,0.013318320135562223,0.020551832141335824,0.007291918955522947,0.01629955958633289,0.007712932117257987,0.02596683865743743,0.004284530511175166,0.00012153601341857723,0.004396977240835653,-0.002725984552370053,0.004781713189711434,0.00540378708460576,0.0031628274799395673,-0.0014326638459060126,0.0037779386493246303,0.009293890350203338,0.00795652909756761,0.0019411749254549804,0.04182005739349304,-0.006855865914280335,0.008712682271442729,0.004690103284213265,0.025309122368201376,-0.01874864268384069,0.010153836328331556,0.009534300018661623,0.0044734483785593415,0.013039563800074871,0.012610294671663524,0.0032639459400283233,0.005097854847944339,-0.007719898864894659,0.01241569118644792,0.0039471124010033165,0.012109921101768117,0.013379756985035796
2022-09-13,-0.043482529329372244,-0.058679582355188775,-0.05497833210548375,-0.07057528187413598,-0.0947260391519299,-0.05899333340254975,-0.040371879229898044,-0.05863953539001876,-0.03542338444340298,-0.0936908223494568,-0.03254584978812225,-0.023358305077832764,-0.02772659561714319,-0.03474877087073791,-0.02602024046845197,-0.033683397652431335,-0.020694782718672422,-0.0383546938668381,-0.04802865982164439,-0.06590732870477256,-0.01901543142271045,-0.021324996034726484,-0.026082761892219586,-0.05415939839179662,-0.0373202569004345,-0.07056708814841639,-0.02064166711474502,-0.032479959153464244,-0.04935343644654666,-0.04546277107218588,-0.02319771717690411,-0.04653527097446852,-0.036007905341286506,-0.03344337351352278,-0.06248243779075224,-0.032872700092011375,-0.030321731102925464,-0.013492352553334364,-0.03156751910761191,-0.07779137563011618,-0.03996463949423967,-0.08991020900177471,-0.0507357326673783,-0.03978002439883177,-0.037272300236503186,-0.046488432754567155,-0.07192642626914125,-0.0452824456134131,-0.01800848008874134,-0.057228129322058896,-0.02362002866419277,-0.042047774497276924,-0.021473387660684407,-0.026098328731768983,-0.033609621958569424,-0.03671306686412923,-0.018242229828516976,-0.061870109640908555,-0.059479536956877355,-0.040350058125331545,-0.06067662518722905,-0.06137069104034454,-0.07188761925474019,-0.03726830000591863,-0.05926325675287991,-0.05020051554346172,-0.031645637539773896,-0.041421067717918536,-0.04595389678814621,-0.03438713065080312,-0.01890078730790612,-0.01380936302426694,-0.026536497623640853,-0.03932401755581416,-0.04646933156792743,-0.02868764220090292,-0.036130280827821104,-0.047833572690143766,-0.036441881523528896,-0.04122107474963266,-0.03263323811882346,-0.025794813089942248,-0.07448240310201626,-0.04278801542350685,-0.022238713433708868,-0.025136009040617746,-0.04364862177955964,-0.043705644316708425,-0.013155267934199188,-0.01918970747604376,-0.0475424900720679,-0.024919239834879536,-0.034550608734147836,-0.0418430295817136,-0.01851278335202544,-0.026294767438670208,-0.05632054191342917,-0.03222128607978769,-0.03676034291988595,-0.02945234766342275,-0.03945832459079823
2022-09-14,0.00381588214904216,0.009555507928227236,0.00091272950014476,0.013641405141145091,-0.0002283629026387235,0.006518404907975617,0.03587437038519892,0.00531768123288745,0.00046715295481547514,-0.010840488119882252,-0.008152514542604128,0.024546269964378364,0.010212669171882682,-0.0023196788950825553,0.020640969708149326,-0.001302046356503439,0.002388301205156429,0.0012598113054105298,0.014097151515777506,-0.005720630357503476,0.02421430413737946,0.015889710209589847,0.0073630790037180205,-0.0045071994256103975,0.0075861993170693864,0.008496359490090866,-0.0022186853178784993,0.005291831190669116,-0.0034005930767688763,0.013788696503907794,0.005465328369160138,-0.010620882466138903,-0.0038235564707177483,-0.0024841219062917697,0.030185411827392983,-0.0008659384762513822,0.0034667394949885466,-0.05155184731446183,-0.0005669407085517886,0.0274606421065271,-0.00017748216897361946,0.0054523952414953225,0.0013881697394135806,0.006621313410499097,-0.0034035321684208197,0.016046808647228517,-0.0037556375592696645,0.005554055546697523,0.047894491567971764,0.017539680299000215,-0.011257628441510015,0.0018447026040320225,0.00022505023455088313,0.0034578649075545087,-0.03685530473882337,-0.02708387371204024,-0.00802338795412516,-0.006403879199741613,-0.01143423292897372,-0.015006521464740463,0.020811658144173295,0.002765811012999553,0.013237370351467881,-0.009081146121990624,0.012107498150918605,0.01129577997153075,-0.0035649148546098575,-0.003440907137398641,0.02425028884409408,0.0014933215230579222,0.0033215090122784563,0.05532784738705554,-0.021745509066530277,-0.025826779185909476,0.032011534396606534,-0.006606073032736304,-0.0030978910141928884,-0.0029328051920379794,-0.002467510878617629,-0.010468034554470984,0.006012001955631119,0.0015055321671511024,-0.0020622644126950807,0.012583500679439474,0.017833977271555224,0.005973280931546254,0.014928463341041143,0.006115261624371149,-0.0053750693898885205,0.0003105985842635217,0.013490636404169587,-0.009552905866783368,0.004140270601555418,0.04600976022259484,0.0104963117357042,-0.002741642931638366,0.0030441750709675475,-0.004720849450853826,-0.011632611241523594,-0.0026078710289236806,-0.011035605902088075
2022-09-15,-0.011353250209460541,-0.018930025229139447,-0.027119115646034864,-0.017658529342858165,-0.015158450793729572,-0.019904723809523794,0.003767274896761874,-0.018607735375241297,-0.006177720421268629,-0.01267576409403992,0.025776310615038822,-0.029077462136005372,-0.0004521380621983484,0.015070588214917136,0.002550644075912434,-0.020259870900621313,-0.00772517440651288,-0.02728243777356787,-0.020773378519251873,-0.017369989780745332,-0.016230758396885592,-0.0023000412996977415,0.021210858492924034,-0.008858198281670782,-0.01659947803060169,-0.1679317017852302,-0.010747068334361454,-0.013587357948019796,-0.015241024074802878,-0.03431494905362453,-0.008798674773001225,-0.01676666128344273,0.018895599070352098,-0.011018966948313724,-0.01363517641805534,-0.0045504327076806295,-0.012806571323002447,-0.026067636863107757,-0.00680649258097088,0.050240988092115746,0.0006390335454686813,-0.01020003912976264,0.019870618681089525,-0.015377804444444365,0.0036286079216161227,-0.01567229449244323,-0.011651789359795495,-0.002016418901618855,-0.018265240813045924,-0.033696567721942516,-0.006056252037844323,-0.01169764387316996,-0.03229071793498817,-0.01722931046962295,0.0018811317582358988,-0.017280771889024882,0.018589213391974946,-0.007017124869993618,-0.015993118238183834,-0.01167552215978207,-0.01999528423019914,-0.01897619690870611,0.003483880593725175,-0.031210706936429355,-0.014018640908846747,-0.04795733782065914,-0.0005963734848688507,0.013322641784975664,-0.005392951525905132,0.012388193440276085,0.0,-0.005177890570639221,0.03237545616814752,-0.04013875497679553,-0.0091435745796411,-0.005901991414452357,0.008079501986327786,-0.005503387444270813,-0.016078098137748298,-0.012089783242577812,-0.011122174138967544,0.0023431180117228223,-0.017464699386188443,-0.0027615866396819566,-0.00729662809810705,0.0124689817693171,0.009864593652913367,-0.0010877557447386277,0.01179722636820335,-0.0014031529778507634,-0.015840219036099668,0.020698340751618804,-0.013906497009843144,-0.015158959235272329,-0.0074194893828807285,-0.002336668523648222,-0.019726905086186353,-0.006553071745100447,0.00020646542453750527,0.0030901117185642146,-0.026844565600215753
2022-09-16,-0.0076289443412245195,-0.010960194103963095,-0.002608218867846457,-0.02177700365677071,0.020805934988429087,-0.0010689048267843448,-0.0013168526748971177,-0.0025987006237015997,-0.006830552649199073,-0.021798795951879724,-0.003614332732585823,-0.01708317918721325,-0.0018742580706595513,-0.006702336507773854,0.015265309198703614,-0.01059524072790663,0.0061118208163493115,-0.0057735934494274055,0.004718722414396526,0.016314406332157638,-0.025961875824374703,0.011181575327185334,0.010876491778405217,0.0012711302875676456,0.006570963238363925,-0.031151958219002296,-0.0020979175140888318,0.0001679559477225645,0.00023079210407583872,-0.021126786543008036,0.005681167704426171,-0.004308751259658683,-0.011300886076889283,-0.019384633762125625,0.015294167699996253,0.001959077554883226,0.0016259380692200676,-0.020074067539098683,-0.010089453690463546,0.020180133822327084,-0.017204260951410144,-0.001956717873377589,-0.004531145788914226,-0.022749815547977392,0.01616331981144703,0.01592182603898351,0.013869474982167285,0.01528589288735649,-0.021028097580677918,0.0020847291212995334,0.005362027361874189,-0.016548877522569172,-0.01418440730658277,0.014184312757403283,-0.02912614344653852,0.0027706619105207775,-0.00362221315315292,0.004030509071497823,-0.03656948166806395,-0.0028525508743185712,-0.0002401885669206516,-0.0005622615131510855,-0.03665379914977829,-0.044810734901150506,-0.013080639395159577,-0.022385490227587845,-0.0011933315367014252,-0.01631392621676031,-0.04104727084892679,-0.009404030706747668,-0.00408294277915866,-0.009867779202572535,-0.010508272672507646,-0.021941207557276576,-0.004789222203243737,-0.011901620538260382,-0.003390703842094056,-0.015933575420608026,0.01269995909739019,-0.0035057434621664774,0.012254465749519827,-0.024126736810493377,-0.008856130669802731,0.009230807008717257,0.0016925037264203802,-0.002443531121975373,0.0070913821664131405,-0.01953502413300867,0.006304472836023756,-0.015143600617981257,0.009738472131850306,0.001345014494722907,-0.020126027124226398,-0.03179419077110346,-0.0173106440930757,-0.009782169038115351,-0.010207107351340783,-0.011810549934027414,-0.006812491765248341,-0.011848340951461145,0.003386927788947114
