Date,SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,META,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
2023-09-05 00:00:00,443.04296875,188.73423767089844,331.06500244140625,137.27000427246094,256.489990234375,135.4346466064453,136.37510681152344,299.53448486328125,48.529319763183594,360.4700012207031,141.6374969482422,155.75155639648438,473.4344482421875,319.4830017089844,148.67323303222656,243.42359924316406,27.871984481811523,409.0843200683594,33.40934371948242,109.6842041015625,80.55461883544922,55.47804641723633,85.70919036865234,564.8800048828125,159.54043579101562,168.90489196777344,540.2056274414062,56.60627746582031,140.6652069091797,43.29969787597656,448.67999267578125,98.82528686523438,320.97515869140625,529.2577514648438,218.0652618408203,36.10612106323242,40.34385681152344,31.97663688659668,63.7400016784668,52.71176528930664,114.16786193847656,104.71968841552734,554.4644775390625,272.5614318847656,13.551790237426758,98.7989273071289,230.2285614013672,225.7592315673828,376.98004150390625,164.61546325683594,64.23524475097656,110.77999877929688,211.0721893310547,89.50435638427734,547.27197265625,156.5172882080078,181.6436309814453,81.50936126708984,77.52262878417969,57.78109359741211,152.45068359375,122.31002044677734,58.741859436035156,63.135528564453125,82.93011474609375,39.71342849731445,315.0716857910156,246.59280395507812,673.6498413085938,222.57000732421875,276.7501525878906,142.4728240966797,94.44310760498047,174.1881866455078,118.52078247070312,89.65499877929688,307.67999267578125,119.11717224121094,121.20679473876953,157.871337890625,408.3457946777344,69.95033264160156,390.3450622558594,85.46086120605469,597.1599731445312,3122.16943359375,11.276854515075684,245.9706573486328,188.5578155517578,693.9646606445312,115.4108657836914,67.87770080566406,40.3274040222168,178.4269256591797,71.45880126953125,433.46337890625,283.4032287597656,32.91790771484375,28.73833656311035,90.31755828857422
2023-09-06 00:00:00,440.0646057128906,181.9788055419922,330.4000244140625,135.36000061035156,251.9199981689453,134.1278839111328,135.03836059570312,298.5564880371094,47.04676818847656,361.6700134277344,141.4033966064453,153.1634521484375,469.62384033203125,317.7480163574219,148.38067626953125,244.23719787597656,27.619043350219727,410.75445556640625,32.45560073852539,110.63101196289062,80.34626770019531,55.381160736083984,85.71900939941406,561.9400024414062,159.703369140625,169.4576873779297,534.9132690429688,56.567779541015625,140.1934356689453,43.65922927856445,445.760009765625,99.49143981933594,321.1128845214844,531.1621704101562,220.9868927001953,36.37167739868164,39.83883285522461,31.864765167236328,62.79999923706055,53.10643768310547,112.3360824584961,103.72615051269531,556.2127075195312,268.92938232421875,13.673457145690918,98.66105651855469,226.82167053222656,224.95587158203125,378.6495361328125,162.97650146484375,63.74037551879883,109.27999877929688,208.25408935546875,88.59520721435547,547.6397705078125,154.9327392578125,180.47962951660156,80.85606384277344,78.01560974121094,56.85682678222656,152.02391052246094,122.65530395507812,57.35401916503906,63.03929901123047,81.42849731445312,39.723026275634766,312.5219421386719,241.7388153076172,671.9559326171875,217.9499969482422,277.9981384277344,142.40550231933594,93.57513427734375,171.86143493652344,117.87014770507812,89.49613952636719,307.8399963378906,119.34992218017578,119.77388000488281,155.89793395996094,408.2078552246094,70.06976318359375,390.940185546875,85.07695770263672,598.510009765625,3118.763671875,11.258199691772461,244.21963500976562,185.02293395996094,689.4785766601562,113.37065124511719,68.00455474853516,39.81519317626953,179.0559539794922,70.58409881591797,412.7731018066406,286.1849060058594,32.462913513183594,28.05858612060547,89.46977996826172
2023-09-07 00:00:00,438.7135009765625,176.65603637695312,327.4521484375,137.85000610351562,251.49000549316406,134.9259033203125,135.86634826660156,298.0575256347656,46.227012634277344,361.79998779296875,140.19381713867188,155.12149047851562,477.37310791015625,320.1068115234375,149.7948455810547,245.2095184326172,27.366104125976562,412.18597412109375,32.37061309814453,110.08997344970703,79.93946838378906,55.02267837524414,84.22136688232422,560.4600219726562,159.7129669189453,171.07728576660156,529.8901977539062,56.13472366333008,143.3706817626953,43.57177734375,443.1400146484375,98.61956024169922,322.9827575683594,533.0374145507812,221.894287109375,37.551944732666016,39.26581954956055,31.51983070373535,61.650001525878906,53.764225006103516,104.2253189086914,105.1385269165039,569.404052734375,271.75103759765625,13.673457145690918,96.44515991210938,224.99468994140625,228.87477111816406,381.9392395019531,159.73733520507812,64.28376007080078,106.58999633789062,206.04270935058594,88.3395004272461,550.2838134765625,154.8659210205078,180.09812927246094,80.54861450195312,77.26164245605469,57.14268493652344,147.1112823486328,123.40505981445312,56.91109848022461,63.12590408325195,82.22805786132812,39.10850524902344,313.3296813964844,246.9617156982422,673.7890014648438,216.0500030517578,276.5536193847656,141.88613891601562,92.74617767333984,176.24461364746094,119.74434661865234,88.78926086425781,297.2200012207031,118.0310287475586,120.5000228881836,154.69418334960938,405.6854248046875,69.5323715209961,390.3747863769531,84.74102020263672,599.3200073242188,3081.273681640625,11.155597686767578,244.53245544433594,185.9338836669922,670.1283569335938,110.88982391357422,68.30706787109375,39.988983154296875,175.39974975585938,70.29888153076172,414.72039794921875,286.105712890625,32.215633392333984,27.633739471435547,90.14996337890625
2023-09-08 00:00:00,439.374267578125,177.2728729248047,331.7796325683594,138.22999572753906,248.5,136.0431365966797,136.86387634277344,297.27911376953125,45.5582160949707,363.1499938964844,140.30113220214844,155.63523864746094,475.2379455566406,320.38946533203125,149.15113830566406,245.3583526611328,27.589860916137695,412.4046936035156,32.34228515625,111.69374084472656,80.94156646728516,54.906410217285156,84.2724609375,560.3599853515625,160.25926208496094,170.95123291015625,516.544677734375,56.13472366333008,143.47657775878906,43.75639724731445,442.79998779296875,98.67835235595703,320.2961120605469,535.5343627929688,224.117919921875,37.384735107421875,39.81940841674805,31.184215545654297,60.97999954223633,53.862892150878906,103.97062683105469,106.21971130371094,582.5458374023438,272.6200256347656,13.476920127868652,96.18910217285156,219.2047882080078,226.601806640625,382.1269226074219,159.6888427734375,64.84654235839844,106.08999633789062,207.2462615966797,88.70884704589844,547.2520751953125,153.72044372558594,180.48939514160156,81.58622741699219,77.2906494140625,57.95261001586914,146.41656494140625,124.61848449707031,58.397361755371094,63.35685348510742,81.39925384521484,38.974082946777344,316.7942199707031,251.85455322265625,673.3599243164062,211.27000427246094,277.3888854980469,142.04000854492188,92.92173767089844,174.64193725585938,118.93834686279297,88.7336654663086,298.2200012207031,119.01051330566406,119.75452423095703,155.3355255126953,393.79266357421875,69.84087371826172,387.5281982421875,84.97296905517578,600.0700073242188,3120.640380859375,11.47273063659668,243.79920959472656,183.9535369873047,662.38427734375,112.00093841552734,68.13140869140625,40.318260192871094,174.42672729492188,72.25743865966797,411.9454650878906,286.6204528808594,32.59149932861328,28.115230560302734,90.14996337890625
2023-09-11 00:00:00,442.2638854980469,178.44686889648438,335.42230224609375,143.10000610351562,273.5799865722656,136.58180236816406,137.40257263183594,306.9292907714844,45.164337158203125,365.5199890136719,140.91566467285156,157.67083740234375,473.8639831542969,320.0580139160156,150.92616271972656,245.28890991210938,27.706600189208984,414.24383544921875,32.0495491027832,110.2928695678711,81.87420654296875,55.07112121582031,84.42871856689453,564.5,156.9526824951172,173.53094482421875,513.2257080078125,56.66402053833008,143.49581909179688,43.97989273071289,445.3599853515625,100.3633041381836,320.68975830078125,542.9088134765625,224.66635131835938,37.955196380615234,40.13991165161133,31.64102554321289,61.93000030517578,54.05036163330078,108.02601623535156,105.7813949584961,591.5850830078125,273.14727783203125,13.589227676391602,95.32244873046875,220.8022918701172,227.20924377441406,384.6361999511719,160.8332061767578,65.52576446533203,105.31999969482422,207.06031799316406,89.52330017089844,545.9996948242188,153.5772705078125,182.1425018310547,80.23158264160156,78.68256378173828,57.94308090209961,145.60276794433594,125.00323486328125,58.87965393066406,66.15711212158203,74.9832534790039,38.974082946777344,315.9475402832031,254.07766723632812,678.5372314453125,211.00999450683594,277.1628723144531,142.71328735351562,93.30207824707031,174.05300903320312,118.62759399414062,90.75106048583984,302.3500061035156,116.79942321777344,118.7669677734375,155.730224609375,394.4922180175781,69.69159698486328,386.1891784667969,86.29267883300781,605.9400024414062,3159.9375,11.398111343383789,242.6553497314453,184.24070739746094,657.2347412109375,113.04497528076172,69.64392852783203,40.665828704833984,174.6036376953125,73.2462158203125,409.5794982910156,296.6977844238281,32.26509094238281,28.42678451538086,90.27812957763672
2023-09-12 00:00:00,439.8377990722656,175.40245056152344,329.2982482910156,141.22999572753906,267.4800109863281,135.00570678710938,135.73666381835938,301.0413818359375,44.85642623901367,367.7799987792969,142.74954223632812,158.5626220703125,474.3779602050781,318.02093505859375,148.27337646484375,245.3682861328125,28.18329620361328,413.8262634277344,32.24785614013672,113.51006317138672,83.02513122558594,54.63512420654297,82.99199676513672,542.2100219726562,159.87588500976562,172.89088439941406,509.2889404296875,56.10585021972656,143.71728515625,43.91187286376953,434.69000244140625,100.3143310546875,309.8843078613281,542.91845703125,221.0267791748047,38.22075271606445,41.3150634765625,31.7342529296875,62.810001373291016,54.10955810546875,108.95660400390625,106.19049835205078,595.3001098632812,274.0747985839844,13.533073425292969,94.83988189697266,219.1782989501953,225.76902770996094,383.2235412597656,158.5541534423828,65.71983337402344,105.30999755859375,209.27174377441406,89.4475326538086,542.7195434570312,149.45362854003906,185.07693481445312,82.19149780273438,78.2765884399414,57.39995574951172,142.88343811035156,108.13358306884766,59.56865310668945,67.86034393310547,73.6766586303711,40.020687103271484,322.030029296875,252.7088623046875,679.9119873046875,210.64999389648438,276.9270324707031,140.7127227783203,93.85795593261719,173.00067138671875,118.45280456542969,91.33880615234375,301.54998779296875,119.35963439941406,118.50556182861328,156.39129638671875,396.3544921875,69.9702377319336,384.13604736328125,85.70880126953125,588.8400268554688,3150.75341796875,11.612640380859375,242.4793701171875,185.8546600341797,648.315185546875,119.58706665039062,69.34142303466797,41.040836334228516,172.0482177734375,73.0180435180664,406.8240051269531,291.7976989746094,33.105838775634766,28.332374572753906,90.86959075927734
2023-09-13 00:00:00,440.35064697265625,173.32308959960938,333.55633544921875,144.85000610351562,271.29998779296875,136.37232971191406,137.1631622314453,304.4344177246094,45.47124481201172,367.82000732421875,142.8178253173828,158.96005249023438,474.3186950683594,317.6310729980469,149.3071746826172,245.8941650390625,28.09573745727539,413.85614013671875,32.18175506591797,112.49563598632812,82.82669830322266,54.52854919433594,83.81845092773438,553.5599975585938,159.29124450683594,174.25831604003906,509.19927978515625,56.240577697753906,145.5369873046875,43.91187286376953,412.239990234375,100.59842681884766,308.91986083984375,543.8609619140625,218.17495727539062,38.07322311401367,41.033416748046875,31.566442489624023,62.84000015258789,54.12271499633789,110.33778381347656,105.01189422607422,594.8829345703125,275.1097106933594,13.682816505432129,94.6724624633789,222.8146514892578,224.181884765625,380.4870300292969,159.39788818359375,66.3990478515625,107.70999908447266,207.56915283203125,90.20516204833984,538.6939086914062,150.66590881347656,187.40496826171875,83.82476043701172,78.60523986816406,56.8377685546875,143.48883056640625,110.33353424072266,57.80678939819336,67.59091186523438,73.6766586303711,40.68321228027344,326.00067138671875,249.7188262939453,679.8047485351562,208.39999389648438,271.1391296386719,140.9531707763672,94.53089141845703,170.83804321289062,117.73419189453125,90.22685241699219,302.70001220703125,118.61289978027344,119.0186996459961,157.0227813720703,396.3249206542969,70.50762176513672,386.6752014160156,80.82190704345703,591.3800048828125,3093.37646484375,11.789863586425781,242.27406311035156,180.21070861816406,654.2350463867188,118.39934539794922,69.56586456298828,40.93108367919922,173.14901733398438,73.50291442871094,409.9007873535156,294.3219909667969,33.29377365112305,27.020082473754883,91.59906768798828
2023-09-14 00:00:00,444.14752197265625,174.84530639648438,336.1766662597656,144.72000122070312,276.0400085449219,137.75888061523438,138.64950561523438,311.08074951171875,45.56721878051758,369.5,145.58815002441406,158.7176971435547,478.0354309082031,321.2861633300781,150.94569396972656,239.61358642578125,28.40704917907715,410.91351318359375,32.24785614013672,114.50515747070312,83.8188705444336,54.615745544433594,85.65711212158203,552.1599731445312,160.27842712402344,175.76156616210938,514.2757568359375,56.7061767578125,147.9247283935547,44.66981887817383,400.489990234375,100.55924224853516,311.5572509765625,548.7286376953125,218.15499877929688,38.03387451171875,41.81037521362305,31.7342529296875,64.44000244140625,54.34965133666992,111.70916748046875,106.14949035644531,587.6614379882812,278.029052734375,14.094612121582031,95.71639251708984,223.72372436523438,226.19032287597656,385.0807189941406,161.03688049316406,67.22382354736328,106.62999725341797,211.06239318847656,91.20902252197266,544.309814453125,153.42454528808594,189.33192443847656,85.57331085205078,79.22388458251953,56.6853141784668,143.47891235351562,112.1290283203125,58.82059860229492,67.31183624267578,73.61814880371094,41.42256546020508,335.3336181640625,254.64071655273438,689.1453857421875,209.0500030517578,277.66400146484375,141.7226104736328,94.75519561767578,174.82537841796875,120.73484802246094,91.85507202148438,303.739990234375,120.73670196533203,120.80015563964844,159.62765502929688,405.63616943359375,71.44308471679688,392.96356201171875,81.8376693725586,590.1099853515625,3174.71142578125,11.771207809448242,242.74334716796875,180.94345092773438,652.0200805664062,121.6176986694336,70.62950134277344,41.23967742919922,176.5889892578125,74.27098083496094,414.6717224121094,292.025390625,33.29377365112305,27.77535629272461,92.2595443725586
2023-09-15 00:00:00,438.79632568359375,174.11900329589844,327.75982666015625,140.38999938964844,274.3900146484375,137.06060791015625,137.96119689941406,299.6941223144531,43.886722564697266,367.8599853515625,145.158935546875,156.49794006347656,481.0997619628906,313.2644958496094,149.6778106689453,239.18695068359375,28.05682373046875,411.8778076171875,32.17231369018555,112.74681854248047,84.91026306152344,54.29601287841797,83.69561004638672,528.8900146484375,159.57879638671875,174.4134979248047,514.1661376953125,56.201778411865234,146.4612579345703,44.05763626098633,396.94000244140625,99.66777038574219,307.5617980957031,540.5574951171875,213.99691772460938,37.25687789916992,41.713260650634766,31.501182556152344,64.20999908447266,54.14903259277344,110.82756042480469,105.44339752197266,571.8178100585938,271.6534423828125,14.253713607788086,94.80049133300781,225.2859344482422,215.56027221679688,383.29266357421875,157.71041870117188,66.60281372070312,101.48999786376953,208.7335662841797,90.7165756225586,534.8471069335938,153.1954803466797,188.8232879638672,84.93922424316406,79.04022216796875,56.24699783325195,137.20660400390625,112.37565612792969,57.304813385009766,68.1971435546875,73.91067504882812,41.009681701660156,333.3580627441406,253.10690307617188,679.9802856445312,208.11000061035156,274.3131103515625,140.41455078125,93.84821319580078,173.91786193847656,120.4610366821289,91.72798919677734,295.5400085449219,119.83480834960938,119.13488006591797,161.5714569091797,406.05987548828125,69.54230499267578,385.0981750488281,80.82990264892578,579.5800170898438,3137.568603515625,11.761880874633789,239.8299102783203,178.4779052734375,618.9239501953125,121.02384185791016,70.20014953613281,40.70664596557617,175.08523559570312,72.64845275878906,412.88018798828125,289.81787109375,33.58061981201172,27.378835678100586,91.12590026855469
2023-09-18 00:00:00,439.0535888671875,177.06393432617188,326.60845947265625,139.97999572753906,265.2799987792969,137.86862182617188,138.6195831298828,301.9295654296875,43.95269775390625,370.42999267578125,145.46131896972656,157.48667907714844,480.46710205078125,309.22930908203125,150.24346923828125,242.7489013671875,27.9789981842041,414.6813049316406,31.76626205444336,113.65497589111328,84.3546371459961,54.36383819580078,83.530517578125,532.4199829101562,160.2688446044922,173.96739196777344,506.3866882324219,56.55097579956055,148.21356201171875,44.34914779663086,394.3999938964844,98.94284057617188,310.85858154296875,546.7367553710938,214.38580322265625,37.36507034301758,42.17943572998047,31.258790969848633,62.939998626708984,53.747772216796875,110.44552612304688,105.73760223388672,567.4672241210938,271.1554870605469,14.122689247131348,94.06185913085938,223.9796905517578,213.30686950683594,382.8382263183594,157.91409301757812,66.21469116210938,102.37000274658203,208.5672149658203,91.82460021972656,531.7955322265625,151.2386474609375,190.2122802734375,85.2274398803711,80.03582763671875,55.818214416503906,139.2113494873047,110.69854736328125,56.95046615600586,68.03355407714844,73.30612182617188,40.94247055053711,334.1170959472656,255.4658966064453,677.5232543945312,205.1199951171875,276.0721130371094,139.54891967773438,94.36510467529297,173.32891845703125,120.02096557617188,92.58577728271484,298.1700134277344,120.71730041503906,115.54292297363281,157.50625610351562,404.80853271484375,70.15931701660156,386.347900390625,80.81390380859375,578.510009765625,3135.76171875,11.510040283203125,241.7559051513672,177.8837890625,631.3796997070312,119.42424011230469,70.12208557128906,40.53832244873047,176.63815307617188,72.6004638671875,418.537109375,290.2633361816406,32.977256774902344,27.067283630371094,90.63301086425781
