x,y1,y2
-0.012467808448135222,-0.016896219236691313,-0.010038699595525917
-0.031405117213986464,-0.037752671814787316,-0.024187733742119785
-0.03537975691259529,-0.04676306420619778,-0.03067805144579481
0.012044066066904375,0.01329660907809934,0.010899676680896312
-0.009185013192656447,-0.011777386232114787,-0.007489808848505162
-0.0159148042181537,-0.020618522233440868,-0.011282657638764633
-0.0031551803070129854,-0.004082237086868882,-0.00041231644427541596
-0.008174583546810187,-0.010958713720584408,-0.00560624870622392
0.014946821820652621,0.014743468028210409,0.010985930754348717
-0.02792326711657362,-0.03716051456841018,-0.02392436011773347
-0.008127949456643649,-0.009953220558149659,-0.004900719229109165
0.009986987288778506,0.009643707253979462,0.008648748734870591
0.030763742100719946,0.034900531081151376,0.024211461085708215
0.007845914864122503,0.005670787795215255,0.005350565174881169
0.014757637443198829,0.016631399199995442,0.012118493655706754
0.00877362072344375,0.007764473026591974,0.006118621623856449
0.019770346380328187,0.02294998321709411,0.015949352499726305
0.005942939259607517,0.005303762177760142,0.005607615717887095
-0.02919726205769047,-0.03652377161857648,-0.022622919201873534
-0.03664431951361003,-0.04412689195588527,-0.026420308294445957
-0.0018077713385378589,-0.0020019689237392086,0.00034451643633975687
-0.0048668484893782185,-0.007466668505270897,-0.005320550542251633
-0.057329514344971945,-0.07225540286399897,-0.04673287571813203
-0.02988413582932862,-0.04341423432190729,-0.028462741582378437
-0.018844714953604597,-0.02256537725060079,-0.011662210152846802
-0.01418341919042752,-0.018854799109523538,-0.010606893395784422
-0.031290121985331536,-0.03993611586045027,-0.026764130412144573
0.00026263361583641037,-0.0011285500544169283,0.002732868488359799
0.02153545782804473,0.023848854786031843,0.01606281440847517
0.0265084354873395,0.03041335721365042,0.02181340734458118
0.005693924157158996,0.007635269801056852,0.00955141425222849
0.014545807112496305,0.015981866613015788,0.01219971499868855
0.012528787660616872,0.013783570722108528,0.010707167452021304
-0.03630408700183931,-0.043262618523786656,-0.027090188481785817
0.01056564129707414,0.011989209236828847,0.009458272563972815
0.008646009714436707,0.008050010583297481,0.007816850505862375
-0.0019874712655531274,-0.0008613893576241718,0.0027477914737585618
-0.024560747386933934,-0.031097724234476806,-0.021703633838726758
0.012516880885223637,0.012660037024985492,0.009327215751515416
-0.033198875488559675,-0.03812297881096051,-0.022437002411123334
0.010940605240270001,0.013096986106572893,0.011718296680401974
0.028075901601376217,0.031811123221540484,0.022391826408789284
-0.0085818159491895,-0.014229551240960252,-0.01033915789259992
-0.01730858616483264,-0.016982820481728132,-0.007292966297163882
-0.006801186694965679,-0.008676962344401472,-0.0028848108707676583
0.0196477161221942,0.02160033266585947,0.01460198885773429
0.004316394476366546,0.0035096775547802713,0.003272226076048105
-0.014925467212693158,-0.01860398798658644,-0.007694481883704977
-0.0025170239234379773,-0.005396159395003364,-0.0022600103139672196
